"order_id","mainCommonName","scientific_name","otherCommonNames"
1862,"Desert Cottontail","Sylvilagus audubonii","Audubon's Cottontail"
1863,"Xanthippe's White-toothed Shrew","Crocidura xantippe","Vermiculate Shrew|Xanthippe's Shrew|Yellow-footed Shrew"
1864,"Nine-banded Armadillo","Dasypus novemcinctus","Common Long-nosed Armadillo"
1865,"Zorilla","Ictonyx striatus","Striped Polecat"
1866,"Brazilian Gracile Opossum","Gracilinanus microtarsus","Brazilian Gracile Mouse Opossum"
1867,"Jamaican Monkey","Xenothrix mcgregori",NA
1868,"White-faced Saki","Pithecia pithecia","Guianan Saki|Pale-headed Saki|Guiana White-faced Saki"
1869,"Anjiamangirana Sportive Lemur","Lepilemur grewcocki","Grewcock's Sportive Lemur"
1870,"Narrow-nosed Planigale","Planigale tenuirostris",NA
1871,"Ethiopian Wolf","Canis simensis","Simien Fox|Simien Jackal|Abyssinian Wolf|Abyssinian Red Fox"
1872,"Xingu Silky Anteater","Cyclopes xinguensis",NA
1873,"Brazilian Three-banded Armadillo","Tolypeutes tricinctus",NA
1874,"Central African Oyan","Poiana richardsonii","African Linsang|Richardson's Linsang"
1875,"Bolivian Woolly Mouse Opossum","Marmosa rapposa",NA
1876,"Sanford's Brown Lemur","Eulemur sanfordi","Sanford's Lemur"
1877,"Eastern Oncilla","Leopardus emiliae","Snethlage's Tigrina|Eastern Tigrina"
1878,"Chamba Sacred Langur","Semnopithecus ajax","Western Himalayan Langur|Dark-eyed Himalayan Langur|Himalayan Gray Langur|Kashmir Gray Langur|Kangra Langur|Kashmir Sacred Langur"
1879,"Greater Hog Badger","Arctonyx collaris",NA
1880,"Bushveld Sengi","Elephantulus intufi","Bushveld Elephant-shrew"
1881,"Masoala Fork-marked Lemur","Phaner furcifer","Eastern Fork-marked Lemur|Masoala Fork-crowned Lemur"
1882,"Tawny-headed Opossum","Monodelphis scalops","Long-nosed Short-tailed Opossum|Long-snouted Opossum"
1883,"Julia Creek Dunnart","Sminthopsis douglasi",NA
1884,"Water Buffalo","Bubalus bubalis","River Buffalo|Swamp Buffalo"
1885,"Sumatran Hog Badger","Arctonyx hoevenii",NA
1886,"Honduran Small-eared Shrew","Cryptotis hondurensis",NA
1887,"Short-eared Dog","Atelocynus microtis","Short-eared Fox"
1888,"Eastern Roe Deer","Capreolus pygargus","Siberian Roe Deer"
1889,"Burnished Saki","Pithecia inusta",NA
1890,"Black Lion Tamarin","Leontopithecus chrysopygus","Golden-rumped Lion Tamarin"
1891,"Proboscis Monkey","Nasalis larvatus","Long-nosed Monkey"
1892,"Long-tailed Mole","Scaptonyx fusicauda",NA
1893,"Angolan Cusimanse","Crossarchus ansorgei","Angolan Mongoose|Ansorge's Cusimanse"
1894,"Moon Forest Shrew","Sylvisorex lunaris","Crescent Shrew"
1895,"Common Bear Cuscus","Ailurops ursinus","Large Celebes Cuscus|Sulawesi Bear Cuscus"
1896,"Lesser Indo-Malayan Chevrotain","Tragulus kanchil","Kancil"
1897,"Atalaye Nesophontes","Nesophontes hypomicrus",NA
1898,"Crest-tailed Mulgara","Dasycercus cristicauda","Ampurta"
1899,"Lowland Anoa","Bubalus depressicornis",NA
1900,"Long-nosed Echymipera","Echymipera rufescens","Rufescent Bandicoot|Rufous Spiny Bandicoot"
1901,"Brown Howler","Alouatta guariba","Brown HowlerMonkey|Brown Howling Monkey|Northern Brown Howler|Southern Brown Howler"
1902,"Peale's Dolphin","Sagmatias australis","Black-chinned Dolphin|Southern White-sided Dolphin"
1903,"Beisa Oryx","Oryx beisa","East African Oryx|Beisa|Galla Oryx|Fringe-eared Oryx"
1904,"Black Spotted Cuscus","Spilocuscus rufoniger","Black-spotted Phalanger"
1905,"Manchurian Hare","Lepus mandshuricus",NA
1906,"Short-tailed White-toothed Shrew","Crocidura brevicauda",NA
1907,"Pousargues's Mongoose","Dologale dybowskii","Savannah Mongoose"
1908,"Mexican Red Brocket","Mazama temama","Central American Red Brocket"
1909,"Asian House Shrew","Suncus murinus","Asian Musk Shrew|Gray Musk Shrew|Indian Musk Shrew"
1910,"Serval","Leptailurus serval",NA
1911,"Radde's Shrew","Sorex raddei",NA
1912,"Hector's Dolphin","Cephalorhynchus hectori","Little Pied Dolphin|New Zealand Dolphin|White-headed Dolphin|South Island Hector's Dolphin|Maui's Dolphin|North Island Hector's Dolphin"
1913,"Daurian Pika","Ochotona dauurica","Eastern Daurian Pika|Uvs Nuur Daurian Pika"
1914,"Somali Dwarf White-toothed Shrew","Crocidura nana","Dwarf White-toothed Shrew|Somali Dwarf Shrew"
1915,"Sambirano Fork-marked Lemur","Phaner parienti","Pariente's Fork-crowned Lemur|Pariente's Fork-marked Lemur"
1916,"Palawan Treeshrew","Tupaia palawanensis","Calamian Treeshrew"
1917,"Philippine Spotted Deer","Rusa alfredi","Prince Alfred's Sambar|Visayan Spotted Deer"
1918,"Sao Tome White-toothed Shrew","Crocidura thomensis","Sao Tome Shrew"
1919,"Daghestan Tur","Capra cylindricornis","East Caucasian Tur|Eastern Tur"
1920,"Southern Spotted Skunk","Spilogale angustifrons",NA
1921,"Ojasti's Slender Opossum","Marmosops ojastii",NA
1922,"Pygmy Tarsier","Tarsius pumilus","Lesser Spectral Tarsier|Mountain Tarsier|Sulawesi Mountain Tarsier"
1923,"Flores Shrew","Suncus mertensi","Flores Pygmy Shrew"
1924,"Cockrum's Gray Shrew","Notiosorex cockrumi","Cockrum's Desert Shrew|Cockrum's Shrew"
1925,"Mountain Brush-tailed Possum","Trichosurus cunninghami","Cunningham's Brush-tailed Possum|Southern Bobuck"
1926,"Lesser Forest Shrew","Sylvisorex oriundus","Mountain Shrew"
1927,"Northern Lesser Galago","Galago senegalensis","Senegal Bushbaby|Senegal Galago|Ethiopia Lesser Galago|Kenya Lesser Galago|Senegal Lesser Galago|Uganda Lesser Galago"
1928,"Taiva Shrew Tenrec","Microgale taiva",NA
1929,"Pribilof Island Shrew","Sorex pribilofensis","Pribilof Shrew"
1930,"Greater One-horned Rhinoceros","Rhinoceros unicornis","Indian Rhinoceros"
1931,"Kinda Baboon","Papio kindae","Kinda Yellow Baboon"
1932,"Grevy's Zebra","Equus grevyi","Imperial Zebra"
1933,"Northern Gracile Opossum","Gracilinanus marica","Colombian Gracile Mouse Opossum|Northern Gracile Mouse Opossum"
1934,"Tana River Red Colobus","Piliocolobus rufomitratus","Eastern Red Colobus"
1935,"Dusky Sengi","Elephantulus fuscus","Dusky Elephant-shrew|Peters's Short-snouted Sengi|Peters's Short-snouted Elephant-shrew|Zambezi Sengi|Zambezi Elephant-shrew"
1936,"Sokoke Mongoose","Bdeogale omnivora","Sokoke Dog Mongoose; Sokoke Bushy-tailed Mongoose"
1937,"Nimba Giant White-toothed Shrew","Crocidura nimbasilvanus","Nimba Giant Shrew|West African Giant Shrew"
1938,"Seram Bandicoot","Rhynchomeles prattorum","Ceram Bandicoot|Seram Island Long-nosed Bandicoot"
1939,"Little Woolly Mouse Opossum","Marmosa phaea",NA
1940,"Northern Bamboo Lemur","Hapalemur occidentalis","Northern Gentle Lemur|Sambirano Bamboo Lemur|Sambirano Lesser Bamboo Lemur|Western Bamboo Lemur"
1941,"Damara Dik-dik","Madoqua damarensis","Neusbokkie|Bloubokkie"
1942,"Small Mexican Small-eared Shrew","Cryptotis mexicanus","Mexican Short-tailed Shrew"
1943,"Black-footed Cat","Felis nigripes","Small Spotted Cat|Anthill Tiger"
1944,"Manombo Sportive Lemur","Lepilemur jamesi","James's Sportive Lemur"
1945,"Pallas's Pika","Ochotona pallasii","Mongolian Pika"
1946,"Smith's Red Rock Hare","Pronolagus rupestris",NA
1947,"Assam Mole Shrew","Anourosorex assamensis",NA
1948,"Lesser Gray-brown White-toothed Shrew","Crocidura silacea","Lesser Gray-brown Musk Shrew|Lesser Gray-brown Shrew"
1949,"Iberian Mole","Talpa occidentalis","Spanish Mole"
1950,"Robust Cottontail","Sylvilagus holzneri","Manzano Mountain Cottontail"
1951,"Screaming Hairy Armadillo","Chaetophractus vellerosus","Lesser Hairy Armadillo|Small Hairy Armadillo|Andean Hairy Armadillo"
1952,"Western Roe Deer","Capreolus capreolus","European Roe Deer"
1953,"Brown-throated Three-toed Sloth","Bradypus variegatus","Bolivian Three-toed Sloth|Brown-throated Sloth"
1954,"Rusty-spotted Cat","Prionailurus rubiginosus",NA
1955,"Wild Yak","Bos mutus",NA
1956,"Risso's Dolphin","Grampus griseus","Grampus|Gray Dolphin|Gray Grampus|Risso's Grampus|White-headed Grampus"
1957,"Sperm Whale","Physeter macrocephalus","Cachalot|Pot Whale|Spermacet Whale"
1958,"Northern Oncilla","Leopardus tigrinus","Little Tiger Cat|Little Spotted Cat|Northern Tigrina"
1959,"Small Sangihe Cuscus","Strigocuscus sangirensis",NA
1960,"Eastern Gorilla","Gorilla beringei","Eastern Lowland Gorilla|Grauer's Gorilla|Mountain Gorilla"
1961,"Nicobar White-toothed Shrew","Crocidura nicobarica","Nicobar Shrew|Nicobar White-tailed Shrew"
1962,"Siberian White-toothed Shrew","Crocidura sibirica","Siberian Shrew"
1963,"Hose's Langur","Presbytis hosei","Gray Leaf Monkey|Hose's Leaf Monkey|Hose's Grizzled Langur"
1964,"Wild Goat","Capra aegagrus","Bezoar|Bezoar Ibex|Chiltan Goat"
1965,"Lesser Treeshrew","Tupaia minor","Pygmy Treeshrew"
1966,"Tonkin Snub-nosed Monkey","Rhinopithecus avunculus",NA
1967,"Mount Apo Gymnure","Podogymnura truei","Long-footed Woodshrew|Mindanao Moonrat|Mindanao Gymnure|Mindanao Wood-shrew|Philippine Wood Shrew"
1968,"Apennine Shrew","Sorex samniticus",NA
1969,"Vanzolini's Bald-faced Saki","Pithecia vanzolinii",NA
1970,"Fisher","Pekania pennanti","Pennant Marten"
1971,"Suni","Nesotragus moschatus","Zanzibar Suni|Coastal Suni|Mountain Suni|Livingstone's Suni"
1972,"Pale Titi","Plecturocebus pallescens","Chacoan Titi Monkey|Paraguayan Gray Titi|White-coated Titi"
1973,"Miller's Saki","Pithecia milleri","Miller's Monk Saki"
1974,"Falkland Warrah","Dusicyon australis","Falklands Wolf|Warrah"
1975,"Atherton Antechinus","Antechinus godmani",NA
1976,"Serezkaya White-toothed Shrew","Crocidura serezkyensis","Lesser Rock Shrew|Lesser Rock White-toothed Shrew"
1977,"Panay White-toothed Shrew","Crocidura panayensis","Panay Shrew"
1978,"Elgon White-toothed Shrew","Crocidura elgonius","Elgon Shrew"
1979,"Verreaux's Sifaka","Propithecus verreauxi","White Sifaka"
1980,"Eurasian Least Shrew","Sorex minutissimus","Least Siberian Shrew|Lesser Pygmy Shrew|Miniscule Shrew"
1981,"Mongalla Gazelle","Eudorcas albonotata",NA
1982,"Sunda White-toothed Shrew","Crocidura monticola","Javan White-toothed Shrew"
1983,"Common Marmoset","Callithrix jacchus","White-tufted-ear Marmoset"
1984,"Meller's Mongoose","Rhynchogale melleri",NA
1985,"Chilean Dolphin","Cephalorhynchus eutropia","Black Dolphin|Chilean Black Dolphin|White-bellied Dolphin"
1986,"Wapiti","Cervus canadensis","Elk|Alashan Wapiti (Elk)|Izubra|Manchurian Wapiti (Elk)|Merriam's Wapiti (Elk)|Tule Elk|Sichuan Shou|Macneill's Red Deer|Tibetan Shou|Rocky Mountain Wapiti (Elk)|Roosevelt's Wapiti (Elk)|Altai Wapiti (Elk)"
1987,"West-central Sulawesi White-toothed Shrew","Crocidura solita",NA
1988,"Bouvier's Red Colobus","Piliocolobus bouvieri",NA
1989,"White Bald Uacari","Cacajao calvus","Bald Uakari|Bald-headed Uacari|Red-and-white Uacari|White Bald-headed Uacari"
1990,"Tate's Fat-tailed Opossum","Thylamys tatei","Tate's Fat-tailed Mouse Opossum|Tate's Thylamys"
1991,"East Javan Langur","Trachypithecus auratus","Eastern Ebony Langur|Ebony Leaf Monkey|Javan Langur|Javan Lutung"
1992,"Strap-toothed Whale","Mesoplodon layardii","Layard's Beaked Whale|Strap-toothed Beaked Whale"
1993,"Common Brown Brocket","Mazama gouazoubira","Brown Brocket|Gray Brocket"
1994,"Brown-eared Woolly Opossum","Caluromys lanatus","Western Woolly Opossum"
1995,"Lowland Tapir","Tapirus terrestris","Brazilian Tapir|South American Tapir"
1996,"Greater Bamboo Lemur","Prolemur simus","Broad-nosed Bamboo Lemur|Broad-nosed Gentle Lemur"
1997,"Yellow-bellied Glider","Petaurus australis","Bellied Glider|Fluffy Glider"
1998,"Fat-tailed Pseudantechinus","Pseudantechinus macdonnellensis","Fat-tailed Antechinus|Fat-tailed False Antechinus"
1999,"Zacatecas Shrew","Sorex emarginatus","Jackson's Shrew|Sierra Madre Long-tailed Shrew|Zacatecas Long-tailed Shrew"
2000,"Seal's Sportive Lemur","Lepilemur seali","Anjanaharibe-Sud Sportive Lemur"
2001,"White-sided Jackrabbit","Lepus callotis","Beautiful-eared Jackrabbit|Gaillard Jackrabbit|Snow Sides"
2002,"Crab-eating Mongoose","Urva urva",NA
2003,"Daurian Hedgehog","Mesechinus dauuricus",NA
2004,"Patagonian Opossum","Lestodelphys halli","Lestodelfo"
2005,"Red-mantled Saddle-back Tamarin","Saguinus lagonotus",NA
2006,"Fox's White-toothed Shrew","Crocidura foxi","Fox's Shrew"
2007,"European Polecat","Mustela putorius",NA
2008,"Yunnan Striped Shrew","Sorex gomphus",NA
2009,"Agile Wallaby","Notamacropus agilis","Grass Wallaby|Jungle Wallaby|River Wallaby|Sandy Wallaby"
2010,"Ribbon Seal","Histriophoca fasciata",NA
2011,"Anosy Mouse Lemur","Microcebus tanosi",NA
2012,"Black Sumatran Langur","Presbytis sumatrana",NA
2013,"White-beaked Dolphin","Lagenorhynchus albirostris","White-beaked Porpoise|White-nosed Dolphin"
2014,"Eastern Red-handed Howler","Alouatta belzebul","Red-handed Howler|Red-handed Howling Monkey"
2015,"Tsing-ling Pika","Ochotona syrinx",NA
2016,"Northern Pudu","Pudu mephistophiles",NA
2017,"Eurasian Pygmy Shrew","Sorex minutus",NA
2018,"Mexican Shrew","Megasorex gigas","Merriam's Desert Shrew|Mexican Giant Shrew"
2019,"European Mink","Mustela lutreola",NA
2020,"Back-striped Weasel","Mustela strigidorsa","Stripe-backed Weasel"
2021,"Arctic Shrew","Sorex arcticus","Black-backed Shrew|Saddle-back Shrew"
2022,"Longman's Beaked Whale","Indopacetus pacificus","Indo-Pacific Beaked Whale|Tropical Bottlenose Whale"
2023,"Gedemsa","Tragelaphus buxtoni","Mountain Nyala"
2024,"Brown-tailed Vontsira","Salanoia concolor","Brown-tailed Mongoose|Salano|Vontsira Boko|Tabiboala|Fanaloka"
2025,"Fea's Muntjac","Muntiacus feae",NA
2026,"Formosan Serow","Capricornis swinhoei",NA
2027,"Johnston's Mangabey","Lophocebus johnstoni","Johnston's Crested Mangabey"
2028,"Nosy Be Mouse Lemur","Microcebus mamiratra","Claire's Mouse Lemur"
2029,"Pale-throated Three-toed Sloth","Bradypus tridactylus","Pale-throated Sloth"
2030,"Black-and-gold Howler","Alouatta caraya","Black Howler Monkey|Black Howling Monkey|Paraguayan Howler"
2031,"Whitaker's White-toothed Shrew","Crocidura whitakeri","Lesser Maghrebi Shrew|Whitaker's Shrew"
2032,"Seri's Tree Kangaroo","Dendrolagus stellarum",NA
2033,"Geoffroy's Cat","Leopardus geoffroyi",NA
2034,"Dromedary Camel","Camelus dromedarius","Arabian Camel|One-Humped Camel|Single-Humped Camel"
2035,"Golden-white Tassel-ear Marmoset","Mico chrysoleucos","Gold-and-white Marmoset|Golden-and-white Tassel-ear Marmoset"
2036,"Salenski's Brown-toothed Shrew","Chodsigoa salenskii","Salenski's Shrew"
2037,"Herbert's Rock Wallaby","Petrogale herberti",NA
2038,"Long-footed Treeshrew","Tupaia longipes","Northern Bornean Treeshrew|Northern Long-footed Treeshrew|Plain Treeshrew"
2039,"Northern Pig-footed Bandicoot","Chaeropus yirratji",NA
2040,"Zanzibar Red Colobus","Piliocolobus kirkii","Kirk's Red Colobus"
2041,"Mossy Forest White-toothed Shrew","Crocidura musseri","Mossy Forest Shrew"
2042,"Schomburgk's Deer","Rucervus schomburgki",NA
2043,"Upper Guinea Red Colobus","Piliocolobus badius","Upper Guinea Bay Colobus|Western Red Colobus|West African Red Colobus"
2044,"Monjon","Petrogale burbidgei","Burbridge's Rock Wallaby"
2045,"Abyssinian Genet","Genetta abyssinica","Ethiopian Genet"
2046,"Bailey's Brown-toothed Shrew","Episoriculus baileyi","Bailey's Long-tailed Shrew"
2047,"Dama Gazelle","Nanger dama","Ariel|Mhorr"
2048,"Dryad Shrew Tenrec","Microgale dryas","Tree Shrew Tenrec"
2049,"Northern Elephant Seal","Mirounga angustirostris","Northern Sea Elephant"
2050,"Western Black-handed Tamarin","Saguinus niger","Black Tamarin"
2051,"Common Dwarf Brocket","Mazama chunyi","Peruvian Dwarf Brocket|Andean Brocket"
2052,"Lesser Kudu","Tragelaphus imberbis","Northern Lesser Kudu|Southern Lesser Kudu"
2053,"Herbert River Ring-tailed Possum","Pseudochirulus herbertensis","Herbert River Ringtail"
2054,"Silva's Slender Opossum","Marmosops marina",NA
2055,"Sika Deer","Cervus nippon","Spotted Deer|Japanese Deer"
2056,"Korean Hare","Lepus coreanus",NA
2057,"Jenkins's Shrew Tenrec","Microgale jenkinsae",NA
2058,"Lariang Tarsier","Tarsius lariang",NA
2059,"Mountain Tapir","Tapirus pinchaque","Andean Tapir|Woolly Tapir"
2060,"Azara's Night Monkey","Aotus azarae","Azara's Owl Monkey|Bolivian Night Monkey|Feline Night Monkey"
2061,"Maranhão Red-handed Howler","Alouatta ululata","Maranhão Red-handed Howling Monkey"
2062,"Rufous Mouse Opossum","Marmosa lepida","Little Rufous Mouse Opossum"
2063,"Gracile Shrew Tenrec","Microgale gracilis",NA
2064,"Nimba White-toothed Shrew","Crocidura nimbae","Nimba Shrew"
2065,"Caribbean Monk Seal","Neomonachus tropicalis",NA
2066,"Heaviside's Dolphin","Cephalorhynchus heavisidii","Benguela Dolphin|Haviside's Dolphin|South African Dolphin"
2067,"Human","Homo sapiens",NA
2068,"Galapagos Fur Seal","Arctocephalus galapagoensis","Galapagos Islands Fur Seal"
2069,"Lucina's White-toothed Shrew","Crocidura lucina","Lucina's Shrew|Moorland Shrew"
2070,"Geoffroy's Tufted-ear Marmoset","Callithrix geoffroyi","White-faced Marmoset|White-headed Marmoset"
2071,"Gursky's Spectral Tarsier","Tarsius spectrumgurskyae","Tangkasi|Wusing"
2072,"Lamotte's White-toothed Shrew","Crocidura lamottei","Lamotte's Shrew"
2073,"Ivory Coast White-toothed Shrew","Crocidura eburnea",NA
2074,"Black-and-white Langur","Presbytis bicolor","Bicolored Banded Langur|Bicolored Mitered Langur|Sumatran Langur"
2075,"Barren Ground Shrew","Sorex ugyunak",NA
2076,"Black-chinned Emperor Tamarin","Saguinus imperator","Emperor Tamarin"
2077,"Ibarra's Shrew","Sorex ibarrai",NA
2078,"Sand Gazelle","Gazella marica","Reem|Arabian Sand Gazelle|Bushehr Gazelle"
2079,"Palawan Pangolin","Manis culionensis","Philippine Pangolin"
2080,"Black Muntjac","Muntiacus crinifrons","Hairy-fronted Muntjac"
2081,"Western Red Panda","Ailurus fulgens","Lesser Panda|Fire Fox|Golden Dog|Bear Cat|Himalayan Red Panda"
2082,"Kitanglad Gymnure","Podogymnura minima",NA
2083,"Central American Spider Monkey","Ateles geoffroyi","Black-handed Spider Monkey|Geoffroy's Spider Monkey|Azuero Spider Monkey|Black-browed Spider Monkey|Geoffroy's Spider Monkey|Hooded Spider Monkey|Mexican Spider Monkey|Ornate Spider Monkey|Yucatán Spider Monkey"
2084,"Western Ring-tailed Possum","Pseudocheirus occidentalis","Ngwayir|Western Ringtail"
2085,"Guereza","Colobus guereza","Eastern Black-and-white Colobus|Magistrate Colobus|Mantled Guereza|Neumann's Black-and-white Colobus|Djaffa Mountains Guereza|Dodinga Hills Guereza|Mau Forest Guereza|Mount Kenya Guereza|Percival's Black-and-white Colobus|Mount Uarges Guereza|Percival's Black-and-white Colobus|Omo River Guereza|Western Guereza|Kilimanjaro Guereza"
2086,"Bemnasy Mouse Lemur","Microcebus manitatra","South-eastern Mouse Lemur"
2087,"Flower's White-toothed Shrew","Crocidura floweri","Flower's Shrew"
2088,"Ili Pika","Ochotona iliensis",NA
2089,"Tehuantepec Gray Mouse Opossum","Tlacuatzin canescens","Gray Mouse Opossum|Grayish Mouse Opossum|Tlacuatzin"
2090,"Guianan Brown Four-eyed Opossum","Metachirus nudicaudatus",NA
2091,"Aders's Duiker","Leucocephalophus adersi","Zanzibar Duiker"
2092,"Salvin's Shrew","Sorex salvini",NA
2093,"Toppin's Titi","Plecturocebus toppini","Toppin's Titi Monkey"
2094,"California Sea Lion","Zalophus californianus","California Sealion|Californian Sea Lion"
2095,"Angolan Genet","Genetta angolensis","Miombo Genet"
2096,"Aurochs","Bos primigenius","Ure|Urus"
2097,"Striped Hog-nosed Skunk","Conepatus semistriatus",NA
2098,"Puku","Kobus vardonii",NA
2099,"Crowned Monkey","Cercopithecus pogonias","Crested Guenon|Crowned Guenon|Black-footed Guenon|Black-footed Crowned Monkey|Golden-bellied Crowned Monkey|Gray's Crowned Monkey|Gray's Guenon"
2100,"Elegant Fat-tailed Opossum","Thylamys elegans","Elegant Fat-tailed Mouse Opossum|Chilean Mouse Opossum|Elegant Thylamys"
2101,"Swamp White-toothed Shrew","Crocidura mariquensis","Swamp Musk Shrew"
2102,"Southern Monito del Monte","Dromiciops gliroides","Chilean Opossum|Colocolo Opossum"
2103,"Banteng","Bos javanicus","Bali Cattle|Tembadau|Domestic Banteng"
2104,"Colombian Tapeti","Sylvilagus salentus",NA
2105,"Siberian Musk-deer","Moschus moschiferus",NA
2106,"Mexican Least Shrew","Cryptotis soricinus",NA
2107,"Juan Fernandez Fur Seal","Arctocephalus philippii",NA
2108,"New Guinea Pademelon","Thylogale brownii","Brown's Pademelon|Mountain Pademelon"
2109,"Osgood's Small-eared Shrew","Cryptotis osgoodi","Osgood's Shrew"
2110,"Gongshan Muntjac","Muntiacus gongshanensis",NA
2111,"Ixtlan Shrew","Sorex ixtlanensis",NA
2112,"Yucatan Small-eared Shrew","Cryptotis mayensis","Maya Small-eared Shrew|Yucatan Shrew"
2113,"Oustalet's Red Colobus","Piliocolobus oustaleti","Ubangi Red Colobus"
2114,"Mindanao White-toothed Shrew","Crocidura beata","Mindanao Shrew"
2115,"Tibetan Shrew","Sorex thibetanus",NA
2116,"Arabian Gazelle","Gazella arabica","Acacia Gazelle|Arava Gazelle|Arabian Mountain Gazelle|Arabian Coastal Gazelle|Arabian Desert Gazelle|Muscat Gazelle|Farrar Gazelle"
2117,"Bornean Slow Loris","Nycticebus borneanus",NA
2118,"Black Crested Mangabey","Lophocebus aterrimus","Black Mangabey|Northern Black Mangabey|Southern Black Mangabey"
2119,"Cape York Brown Bandicoot","Isoodon peninsulae",NA
2120,"Schneider's Marmoset","Mico schneideri",NA
2121,"Sateré Marmoset","Mico saterei",NA
2122,"Short-furred Dasyure","Murexia longicaudata",NA
2123,"Thor's Hero Shrew","Scutisorex thori",NA
2124,"Blue Whale","Balaenoptera musculus","Blue Rorqual|Sibbald's Rorqual|Sulphur-bottom Whale|Northern Blue Whale|Pygmy Blue Whale|Antarctic Blue Whale|Southern Blue Whale|Northern Indian Ocean Blue Whale"
2125,"Mozambique Dwarf Galago","Paragalago granti","Grant's Bushbaby|Grant's Dwarf Galago|Grant's Galago|Grant's Lesser Galago|Mozambique Lesser Galago"
2126,"Bronze Quoll","Dasyurus spartacus",NA
2127,"Golden Bandicoot","Isoodon auratus","Northern Golden Bandicoot|Northern Golden-backed Bandicoot"
2128,"Munissi's White-toothed Shrew","Crocidura munissii","Munissi's Shrew"
2129,"Giant Otter","Pteronura brasiliensis",NA
2130,"Booted Macaque","Macaca ochreata","Gray-armed Macaque|Buton Macaque|Muna-buton Macaque|Muna-butung Macaque"
2131,"Ooldea Barred Bandicoot","Perameles papillon",NA
2132,"Gracile Shrew Mole","Uropsilus gracilis",NA
2133,"Lesser Grison","Galictis cuja",NA
2134,"Togian Babirusa","Babyrousa togeanensis",NA
2135,"Least Dwarf Shrew","Suncus infinitesimus",NA
2136,"Savanna White-toothed Swamp Shrew","Crocidura longipes","Savanna Swamp Shrew"
2137,"Black-tailed Dasyure","Murexia melanura","Broad-footed Marsupial Mouse"
2138,"Red-collared Brown Lemur","Eulemur collaris","Collared Brown Lemur|Red-collared Lemur"
2139,"Gray's Beaked Whale","Mesoplodon grayi","Scamperdown Whale|Southern Beaked Whale"
2140,"Moluccan Babirusa","Babyrousa babyrussa",NA
2141,"Miller's Langur","Presbytis canicrus","Miller's Grizzled Langur"
2142,"Black-headed Night Monkey","Aotus nigriceps","Black-headed Owl Monkey|Night Monkey|Owl Monkey"
2143,"Sea Mink","Neogale macrodon",NA
2144,"African Black White-toothed Shrew","Crocidura nigrofusca","African Black Shrew"
2145,"Narcondam White-toothed Shrew","Crocidura narcondamica","Narcondom Shrew"
2146,"Small Red Brocket","Mazama jucunda",NA
2147,"Pygmy Beaked Whale","Mesoplodon peruvianus","Lesser Beaked Whale|Peruvian Beaked Whale"
2148,"Anderson's Four-eyed Opossum","Philander andersoni","Black Four-eyed Opossum"
2149,"Plains Spotted Skunk","Spilogale interrupta",NA
2150,"Somali Lesser Galago","Galago gallarum","Somali Bushbaby|Somali Galago"
2151,"Rio Aripuanã Marmoset","Mico intermedius","Aripuanã Marmoset|Hershkovitz's Marmoset"
2152,"Culpeo","Lycalopex culpaeus","Andean Fox"
2153,"Bemaraha Woolly Lemur","Avahi cleesei","Cleese's Woolly Lemur"
2154,"Brush-tailed Rock Wallaby","Petrogale penicillata",NA
2155,"Alston's Woolly Mouse Opossum","Marmosa alstoni","Alston's Mouse Opossum"
2156,"Common Four-eyed Opossum","Philander canus",NA
2157,"Sado Mole","Mogera tokudae","Tokuda's Mole"
2158,"Equatorial Saki","Pithecia aequatorialis",NA
2159,"Royle's Pika","Ochotona roylii","Himalayan Pika"
2160,"Dusky Slender Opossum","Marmosops fuscatus","Dusky Slender Mouse Opossum|Gray-bellied Slender Mouse Opossum"
2161,"Small-footed White-toothed Shrew","Crocidura parvipes","Small-footed Shrew"
2162,"Spot-nosed Monkey","Cercopithecus petaurista","Lesser Spot-nosed Guenon|Lesser White-nosed Guenon|Eastern Lesser Spot-nosed Monkey|Western Lesser Spot-nosed Monkey"
2163,"Smith's Brown-toothed Shrew","Chodsigoa smithii","Smith's Shrew"
2164,"Day's Shrew","Suncus dayi",NA
2165,"Agile Gibbon","Hylobates agilis","Dark-handed Gibbon"
2166,"Dusky Pademelon","Thylogale brunii","Dusky Wallaby"
2167,"Central Chilean Colocolo","Leopardus colocola","Central Chilean Pampas Cat|Grass Cat"
2168,"African Dusky White-toothed Shrew","Crocidura caliginea","African Dusky Shrew|African Foggy Shrew"
2169,"Okapi","Okapia johnstoni",NA
2170,"Lesser Long-tailed Shrew Tenrec","Microgale longicaudata",NA
2171,"Eastern Cordillera Small-eared Shrew","Cryptotis brachyonyx","Eastern Cordillera Small-footed Shrew|Short-clawed Colombian Shrew"
2172,"Montane White-toothed Shrew","Crocidura montis",NA
2173,"Giant Pangolin","Smutsia gigantea","Giant Ground Pangolin"
2174,"Maués Marmoset","Mico mauesi",NA
2175,"White-footed Tamarin","Saguinus leucopus","Silvery-brown Bare-face Tamarin|Silvery-brown Tamarin"
2176,"Thick-tailed White-toothed Shrew","Crocidura brunnea","Thick-tailed Shrew"
2177,"Northern Glider","Petaurus abidi",NA
2178,"Rufous-bellied Pademelon","Thylogale billardierii","Red-bellied Pademelon|Rufous Wallaby|Tasmanian Pademelon"
2179,"Marbled Cat","Pardofelis marmorata",NA
